X,Y,FID,Rotation,Direction,Volume,Label,Year,Neighbourh
-13735667.1879174,6180686.67456528,441,325.0006198368,Left,300,300(96),1996,Burnside
-13728336.157362,6178400.68494146,442,0.0006198368,Left,1093,1093(96),1996,South Jubilee
-13728218.9994958,6178454.05856068,443,0.0006198368,Right,1036,1036(96),1996,South Jubilee
-13728691.9785653,6178589.70135413,444,90.0006198368,Both,370,370(96),1996,South Jubilee
-13728414.4607068,6178758.60509108,445,0.0006198368,Right,370,370(96),1996,South Jubilee
-13728349.9532084,6178755.21367332,446,0.0006198368,Left,240,240(96),1996,South Jubilee
-13735152.5192101,6181579.91072705,447,57.3637420323,Both,700,700(96),1996,Burnside
-13735066.4369793,6181211.67550064,448,62.5771708994,Both,350,350(96),1996,Burnside
-13728581.4863442,6178517.28494027,449,90.0006198368,Left,323,323(15),2015,South Jubilee
-13732612.5384649,6176880.05225293,450,315.7388841214,Right,731,731(96),1996,Fairfield
-13732693.2531219,6177039.01163538,451,319.5256520044,Left,832,832(96),1996,Fairfield
-13735172.7073988,6181281.91065204,452,62.5771708994,Both,665,665(96),1996,Burnside
-13731138.604571,6176400.94362152,453,80.0219651978,Both,3222,3222(97),1997,Fairfield
-13730964.2166078,6176973.19983085,454,80.0219651978,Both,2282,2282(97),1997,Rockland
-13730908.3489268,6177281.37970867,455,80.0219651978,Both,1905,1905(97),1997,Rockland
-13730811.763386,6177162.90969695,456,318.9249013191,Left,1799,1799(14),2014,Rockland
-13730760.0630225,6176980.2743048,457,317.5933624018,Right,1154,1154(14),2014,Rockland
-13729355.400949,6175174.48256941,458,0.2349047776,Left,1658,1658(09),2009,Gonzales
-13729203.4623925,6175086.48119327,459,0.0006198368,Right,1967,1967(09),2009,Gonzales
-13729278.5012522,6177918.86668404,460,87.2724597739,Right,641,641(12),2012,Rockland
-13729361.452612,6177823.05788707,461,88.1316802704,Left,709,709(12),2012,Rockland
-13729233.0587286,6176595.68654301,462,287.0319653757,Right,2082,2082(09),2009,Gonzales
-13728793.4389472,6176228.1167607,463,354.828829872,Right,3469,3469(97),1997,Gonzales
-13729264.2201123,6176147.022514,464,55.9589167031,Right,3755,3755(97),1997,Gonzales
-13730534.7198055,6181567.8130897,465,30.6613199033,Left,343,343(06),2006,Oaklands
-13730355.1852882,6181583.72188455,466,31.1396666483,Right,168,168(06),2006,Oaklands
-13734980.1839877,6181639.24187878,467,62.5771708994,Both,456,456(06),2006,Burnside
-13729586.1335375,6176297.02687535,468,24.1967673961,Left,237,237(06),2006,Gonzales
-13729413.7055259,6176293.45264317,469,24.4990097845,Right,185,185(06),2006,Gonzales
-13731164.56897,6181435.11958664,470,98.4055596116,Right,6303,6303(16),2016,Oaklands
-13731209.0970172,6181259.88437638,471,99.1542567564,Left,6664,6664(16),2016,Hillside/Quadra
-13730893.0867607,6181276.74952534,472,51.0345748785,Left,2560,2560(06),2006,Oaklands
-13730745.4669259,6181346.34172679,473,50.5702054045,Right,1875,1875(06),2006,Oaklands
-13734016.0447919,6176611.99162684,474,329.9127775896,Right,380,380(05),2005,James Bay
-13734116.4461687,6176753.03245813,475,329.5688790581,Left,590,590(05),2005,James Bay
-13733856.7234253,6176538.41008771,476,69.2836083564,Left,1953,1953(05),2005,James Bay
-13733723.9853486,6176673.0271169,477,71.1197837396,Right,2108,2108(05),2005,James Bay
-13734149.3906133,6175973.48065657,478,324.1263109967,Right,819,819(05),2005,James Bay
-13734238.3064968,6176106.40597285,479,324.5731705597,Left,511,511(05),2005,James Bay
-13734540.1758594,6175868.60111598,480,324.5708986815,Left,3359,3359(11),2011,James Bay
-13734467.4913843,6175716.63721086,481,324.4731323117,Right,3175,3175(11),2011,James Bay
-13736045.3298263,6180335.25842276,482,253.9780324646,Right,113,113(09),2009,Victoria West
-13735926.1109999,6180467.83779317,483,248.4011180451,Left,108,108(09),2009,Victoria West
-13730843.2755017,6175226.67486491,484,222.0251419908,Right,176,176(09),2009,Fairfield
-13730688.1241015,6175276.39652577,485,221.7020362248,Left,145,145(09),2009,Fairfield
-13735796.2200646,6178973.19253568,486,90.0006198368,Right,280,280(09),2009,Victoria West
-13735849.4231184,6178869.66225136,487,94.0835219794,Left,332,332(09),2009,Victoria West
-13736157.3244857,6179128.07734963,488,90.0006198368,Right,589,589(09),2009,Victoria West
-13736206.5804974,6179010.21769977,489,88.9512153771,Left,301,301(09),2009,Victoria West
-13728816.895195,6178546.62422501,490,90.0006198368,Left,111,111(09),2009,South Jubilee
-13733591.8554502,6180200.78139082,491,16.333071853,Right,476,476(09),2009,Burnside
-13733746.4692518,6180224.82424252,492,15.8616339065,Left,796,796(09),2009,Burnside
-13729236.9483997,6177803.5888332,493,358.8292639908,Left,119,119(09),2009,Rockland
-13729105.4272199,6177690.59347475,494,358.1408577941,Right,83,83(09),2009,Rockland
-13736098.0513996,6179363.19775449,495,90.0006198368,Right,984,984(09),2009,Victoria West
-13736156.4815202,6179259.47285807,496,88.9512153771,Left,847,847(09),2009,Victoria West
-13729227.7899377,6175842.25584116,497,359.391218249,Right,260,260(09),2009,Gonzales
-13728736.0309649,6177383.23625571,498,65.0168846443,Left,57,57(11),2011,Gonzales
-13728611.527797,6177497.6258513,499,63.3974890192,Right,57,57(11),2011,Gonzales
-13735299.1734873,6178751.7709031,500,90.2961506257,Left,187,187(09),2009,Victoria West
-13735237.4909403,6178895.06772092,501,90.819613654,Right,252,252(09),2009,Victoria West
-13731887.5278454,6180422.3287068,502,100.3908124076,Left,184,184(09),2009,Hillside/Quadra
-13731885.9225017,6180813.72449497,503,99.3876496517,Right,218,218(09),2009,Hillside/Quadra
-13729527.4595276,6175450.59423223,504,359.391218249,Right,700,700(09),2009,Gonzales
-13736082.1383287,6179110.92620948,505,90.0006198368,Right,677,677(11),2011,Victoria West
-13736131.3954313,6178993.06722576,506,88.9512153771,Left,384,384(11),2011,Victoria West
-13735152.9782383,6177160.02784819,507,323.991635877,Left,321,321(09),2009,James Bay
-13735074.4036864,6177020.1601579,508,323.149284974,Right,318,318(09),2009,James Bay
-13734919.08198,6176997.6840228,509,323.991635877,Left,367,367(09),2009,James Bay
-13734840.5127471,6176857.81678911,510,323.149284974,Right,528,528(09),2009,James Bay
-13732196.2006825,6176925.94327873,511,80.2665916686,Left,2619,2619(11),2011,Fairfield
-13732086.7450225,6177072.29750546,512,82.0684104087,Right,3125,3125(11),2011,Fairfield
-13732369.6985159,6179669.44584444,513,100.3908124076,Left,407,407(09),2009,Hillside/Quadra
-13732323.2375018,6179809.98148585,514,99.3876496517,Right,783,783(09),2009,Hillside/Quadra
-13730042.1720654,6180350.23743278,515,358.4037445033,Both,1045,1045(10),2010,Oaklands
-13729882.2429563,6179877.63457779,516,89.0006198368,Both,446,446(10),2010,Oaklands
-13728791.5233937,6177484.89758029,517,92.8922850128,Left,87,87(11),2011,Gonzales
-13728734.7921772,6177644.40134539,518,91.2728893877,Right,84,84(11),2011,Gonzales
-13728641.1928387,6177227.77768364,519,92.8922850128,Left,71,71(11),2011,Gonzales
-13728584.460655,6177387.27568119,520,91.2728893877,Right,86,86(11),2011,Gonzales
-13735821.725354,6179549.16898414,521,359.3782851105,Left,329,329(10),2010,Victoria West
-13735720.7188963,6179484.74156633,522,359.1628232421,Right,335,335(10),2010,Victoria West
-13730291.7197961,6180673.93672408,523,30.6613199033,Left,124,124(10),2010,Oaklands
-13730112.2035751,6180689.8386677,524,31.1396666483,Right,79,79(10),2010,Oaklands
-13731170.395581,6179299.60375781,525,353.0474976153,Left,139,139(15),2015,Fernwood
-13731013.8359093,6179213.60073144,526,355.0840778971,Right,234,234(15),2015,Fernwood
-13733056.7098992,6181714.00560772,527,279.8865433136,Left,127,127(10),2010,Hillside/Quadra
-13733093.7540806,6181546.0935696,528,281.5220040393,Right,185,185(10),2010,Hillside/Quadra
-13729118.0889017,6176445.43212486,529,287.1142123226,Left,1493,1493(10),2010,Gonzales
-13729129.4094044,6176259.52062521,530,287.0319653757,Right,1596,1596(10),2010,Gonzales
-13729557.4425017,6177336.36765134,531,62.3048365934,Both,1772,1772(10),2010,Rockland
-13735737.5997006,6180448.76907697,532,312.0610846762,Both,392,392(14),2014,Victoria West
-13735984.4310279,6179177.3348883,533,351.8832143369,Left,3009,3009(10),2010,Victoria West
-13735892.6692511,6179100.24862439,534,351.6677524685,Right,3451,3451(10),2010,Victoria West
-13729424.7327142,6177020.44893258,535,328.910943491,Both,968,968(10),2010,Rockland
-13731687.5190755,6180431.87323092,536,10.4241362954,Left,10630,10630(10),2010,Hillside/Quadra
-13731505.9296265,6180387.16207026,537,10.4146453051,Right,9468,9468(10),2010,Hillside/Quadra
-13730948.1550885,6180525.49451375,538,11.7847868981,Right,9173,9173(10),2010,Oaklands
-13731143.0695385,6180560.23355607,539,11.6319960014,Left,9994,9994(10),2010,Oaklands
-13728583.781882,6179056.86989905,540,90.0006198368,Left,1821,1821(10),2010,North Jubilee
-13734569.2151532,6177066.53223299,541,53.365357864,Right,496,496(11),2011,James Bay
-13734726.4987621,6176969.38705535,542,53.273365679,Left,379,379(11),2011,James Bay
-13728465.5386901,6177012.96508154,543,319.2422421162,Left,249,249(11),2011,Gonzales
-13728411.408238,6176884.80774252,544,313.977606357,Right,213,213(11),2011,Gonzales
-13728937.3635809,6177447.26039217,545,92.8922850128,Left,85,85(11),2011,Gonzales
-13728860.1765626,6177595.79668317,546,91.2728893877,Right,73,73(11),2011,Gonzales
-13729178.2863553,6180666.71143619,547,358.2183392254,Right,302,302(11),2011,North Jubilee
-13729322.1468083,6180737.68084553,548,358.3762555654,Left,338,338(11),2011,North Jubilee
-13730787.3638771,6179274.97434354,549,358.4443305338,Right,262,262(11),2011,Fernwood
-13730943.2793284,6179348.72781697,550,355.4917492822,Left,238,238(11),2011,Fernwood
-13729144.4170557,6176817.22479141,551,332.9520037804,Both,901,901(11),2011,Gonzales
-13729548.9000355,6178612.52907961,552,309.20329739,Left,1330,1330(14),2014,North Jubilee
-13729504.4428464,6178442.00237231,553,307.8172742805,Right,1124,1124(14),2014,North Jubilee
-13730657.9679197,6180368.62784928,554,92.5350478115,Right,2310,2310(12),2012,Oaklands
-13730773.8820742,6180245.30764082,555,69.4548382094,Left,2499,2499(12),2012,Oaklands
-13728505.6878688,6176755.34409839,556,50.3900143302,Left,1895,1895(12),2012,Gonzales
-13728343.6943582,6176844.03241039,557,53.7727285807,Right,1905,1905(12),2012,Gonzales
-13730674.5004313,6179776.53615246,558,358.763058842,Left,1539,1539(15),2015,Oaklands
-13730543.3465938,6179698.85572074,559,358.8424215429,Right,1463,1463(15),2015,Fernwood
-13734241.7727379,6180973.83485538,560,324.2683830122,Right,490,490(13),2013,Burnside
-13734346.6968877,6181122.13719372,561,323.8014293721,Left,535,535(13),2013,Burnside
-13730922.5371106,6179206.20096507,562,355.4917492822,Left,364,364(13),2013,Fernwood
-13730807.5097077,6179145.15408669,563,358.4443305338,Right,378,378(13),2013,Fernwood
-13731466.299373,6179726.33700418,564,85.9375737638,Right,7517,7517(14),2014,Fernwood
-13731531.6770492,6179547.59809549,565,86.6609071121,Left,6633,6633(14),2014,Hillside/Quadra
-13730759.6432221,6178473.33596852,566,87.6071407298,Left,2553,2553(14),2014,Fernwood
-13730690.4782957,6178639.35828707,567,88.0630915622,Right,2644,2644(14),2014,Fernwood
-13732634.2997609,6181602.85720343,568,279.8865433136,Left,241,241(14),2014,Hillside/Quadra
-13732671.3517722,6181434.94899685,569,281.5220040393,Right,174,174(14),2014,Hillside/Quadra
-13735960.5850362,6179724.89081343,570,18.2709232262,Right,276,276(14),2014,Victoria West
-13736111.1218542,6179745.11157422,571,17.7474601979,Left,419,419(14),2014,Victoria West
-13729254.4119432,6177157.15149534,572,66.6722273632,Left,3161,3161(15),2015,Rockland
-13729133.2657029,6177275.10478305,573,65.0528317381,Right,940,940(15),2015,Gonzales
-13729236.6216353,6175708.83176715,574,89.169740459,Both,257,257(14),2014,Gonzales
-13733952.3953497,6180974.70413466,575,323.8014293721,Left,299,299(14),2014,Burnside
-13733867.5420088,6180832.17421123,576,324.2683830122,Right,604,604(14),2014,Burnside
-13733740.3072388,6180702.73632241,577,278.8459476093,Left,725,725(14),2014,Burnside
-13733780.5266482,6180524.14432109,578,278.4151192591,Right,414,414(14),2014,Burnside
-13735202.0498382,6176476.21274252,579,281.6552759854,Right,2474,2474(15),2015,James Bay
-13735150.0512233,6176635.81614478,580,279.9865115442,Left,2199,2199(15),2015,James Bay
-13733121.5509487,6176155.83115329,581,68.1492080388,Left,4740,4740(15),2015,James Bay
-13733009.6866902,6176285.38112424,582,69.2325220087,Right,4905,4905(15),2015,James Bay
-13730733.6806423,6179533.9834835,583,90.4530540947,Left,2716,2716(15),2015,Fernwood
-13730667.2933809,6179680.83275298,584,90.9090049271,Right,2072,2072(15),2015,Fernwood
-13730373.7359658,6177310.09476718,585,269.652253752,Both,768,768(15),2015,Rockland
-13729898.3033992,6175678.12366481,586,348.6737813021,Right,4869,4869(97),1997,Fairfield
-13730644.5279995,6175504.68996364,587,65.2968697824,Left,1760,1760(15),2015,Fairfield
-13730516.6878619,6175617.05860765,588,64.6419424077,Right,1655,1655(15),2015,Fairfield
-13728464.6379593,6177919.46015657,589,92.2760015237,Both,549,549(15),2015,Gonzales
-13730175.2560929,6175893.74861945,590,88.1316801108,Both,369,369(15),2015,Fairfield
-13730558.8619435,6178644.49464578,591,359.7771402637,Both,376,376(15),2015,Fernwood
-13732924.2658072,6180543.91378911,592,280.5384946603,Left,816,816(15),2015,Burnside
-13732970.4237191,6180384.1519331,593,281.108492593,Right,703,703(15),2015,Burnside
-13732844.877293,6180283.3909688,594,11.0343006456,Both,1379,1379(15),2015,Burnside
-13732166.4760904,6181697.7451382,595,282.1239597436,Both,468,468(15),2015,Hillside/Quadra
-13730558.1810059,6178492.31859927,596,359.7771402637,Both,343,343(15),2015,Fernwood
-13733016.6061111,6178765.23387074,597,0.6162669981,Both,1650,1650(15),2015,Downtown
-13728502.0300121,6178256.51744431,598,90.0006198368,Both,269,269(15),2015,South Jubilee
-13732166.9325232,6181954.04808835,599,8.894253883,Both,985,985(15),2015,Hillside/Quadra
-13734497.6382292,6179453.28862296,600,16.7787752562,Left,10610,10610(16),2016,Victoria West
-13729227.7596074,6179359.17544947,601,0,Left,6954,6954(16),2016,North Jubilee
-13732887.3192327,6177016.47881726,602,54.4065545795,Left,4807,4807(16),2016,Downtown
-13732750.3872847,6177339.51432968,603,79.4980946466,Left,7440,7440(16),2016,Downtown
-13732619.0490803,6178153.38880094,604,80.8977450186,Left,12616,12616(16),2016,Downtown
-13732957.2603796,6181058.97988416,605,291.7014139715,Left,18344,18344(16),2016,Hillside/Quadra
-13730606.2247427,6181827.21463502,606,64.7675084575,Left,5599,5599(16),2016,Oaklands
-13731263.3050105,6181955.75240792,607,281.1321963117,Left,9722, 9722(16),2016,Oaklands
-13736008.5313458,6180300.79086848,608,335.7475163272,Left,6458,6458(16),2016,Victoria West
-13728547.500715,6175627.28404357,609,329.9950226418,Left,1709,1709(16),2016,Gonzales
-13732923.6332927,6175135.73917121,610,354.411177811,Left,5720,5720(16),2016,James Bay
-13733633.0023607,6181487.69972806,611,292.6571592242,Left,16258,16258(16),2016,Burnside
-13728559.166811,6176325.66787345,612,6.8216652257,Left,1580,1580(16),2016,Gonzales
-13728310.5009392,6179063.09995145,613,15.3636014195,Left,6306,6306(16),2016,North Jubilee
-13728161.5114384,6177443.61441869,614,265.7862629334,Left,3444,3444(16),2016,Gonzales
-13733284.6488604,6177384.6174513,615,262.6960025067,Left,6909,6909(16),2016,Downtown
-13728731.9002663,6179652.07864172,616,0,Left,686,686(16),2016,North Jubilee
-13729244.9369982,6181423.78377299,617,28.78932623,Left,9895,9895(16),2016,Oaklands
-13728258.469254,6177096.1310196,618,0,Left,2545,2545(16),2016,Gonzales
-13728373.6044995,6178132.14857971,619,0,Left,6494,6494(16),2016,South Jubilee
-13732456.9644045,6181371.01095734,620,281.2710843067,Left,6149,6149(16),2016,Hillside/Quadra
-13728822.0042248,6179832.42736129,621,263.106238754,Left,5490,5490(16),2016,North Jubilee
-13729359.023074,6181627.72397062,622,270,Left,12229,12229(16),2016,Oaklands
-13728313.6563258,6178318.31355619,623,270,Left,326,326(16),2016,South Jubilee
-13728374.1067418,6178183.2470384,624,270,Right,277,277(16),2016,South Jubilee
-13733522.401244,6176339.31810362,625,270,Right,30,30(16),2016,James Bay
-13733465.3680192,6176471.90207334,626,270,Left,73,73(16),2016,James Bay
-13729614.3719298,6176104.13745591,627,19.6417043195,Left,148,148(16),2016,Gonzales
-13729449.4425948,6176081.93416185,628,24.8725597864,Right,228,228(16),2016,Gonzales
-13728925.9806658,6175898.94362816,629,270,Right,192,192(16),2016,Gonzales
-13728862.187525,6176006.87228181,630,270,Left,155,155(16),2016,Gonzales
-13732016.156473,6175573.1768849,631,353.1335421311,Left,46,46(16),2016,Fairfield
-13731883.470373,6175482.95083086,632,348.6952154365,Right,35,35(16),2016,Fairfield
-13731846.7977645,6175375.23692444,633,263.159976155,Right,76,76(16),2016,Fairfield
-13731770.2661236,6175488.97597324,634,262.8778453886,Left,107,107(16),2016,Fairfield
-13735107.1242506,6176352.27065236,635,316.6573731387,Left,3132,3132(16),2016,James Bay
-13735080.3091113,6176216.45707174,636,314.4771056918,Right,3011,3011(16),2016,James Bay
-13731015.7809926,6179312.58872553,637,353.5284587343,Right,214,214(16),2016,Fernwood
-13731175.4150379,6179374.19187216,638,0,Left,230,230(16),2016,Fernwood
-13731221.0708445,6180703.35375106,639,54.4339822329,Right,7219,7219(16),2016,Oaklands
-13731359.7401028,6180618.28404605,640,51.1160504056,Left,7102,7102(16),2016,Hillside/Quadra
-13732235.4809219,6180852.4308481,641,9.3453097023,Left,385,385(16),2016,Hillside/Quadra
-13732074.4990365,6180817.93131915,642,11.2234986322,Right,415,415(16),2016,Hillside/Quadra
-13732004.626468,6178063.21412605,643,79.6672385799,Left,3792,3792(16),2016,Harris Green
-13732527.2863276,6177967.83494001,644,350.370669793,Left,9367,9367(16),2016,Downtown
-13732457.2019544,6178285.87124015,645,352.050423439,Left,11122,11122(16),2016,Downtown
-13736330.2128446,6179238.5878656,646,348.9370397672,Left,3022,3022(16),2016,Victoria West
-13736186.2130552,6178989.39171857,647,333.2539413365,Left,7816,7816(16),2016,Victoria West
-13732549.9625852,6177888.22732743,648,352.5161139151,Left,1738,1738(16),2016,Downtown
-13732601.38298,6177613.95069951,649,352.2317265912,Left,1719,1719(16),2016,Fairfield
-13732596.2653433,6177475.1663529,650,350.701153877,Left,869,869(16),2016,Fairfield
-13734624.6453165,6180900.17862188,651,346.9467135267,Left,9764,9764(16),2016,Burnside
-13732972.6633265,6177403.99348104,652,350.2324117798,Left,2371,2371(16),2016,Downtown
-13734227.3328746,6178450.84866692,653,350.8474698381,Left,8508,8508(16),2016,Victoria West
-13733006.5286035,6177343.76007934,654,305.9757338694,Left,1160,1160(16),2016,Downtown
-13734532.1754604,6181554.62888101,655,324.0365136389,Left,9984,9984(16),2016,Burnside
-13731675.9450049,6178009.58886779,656,81.5017862376,Left,9771,9771(16),2016,Harris Green
-13732918.1566785,6176787.85304403,657,316.4705180001,Left,4748,4748(16),2016,Fairfield
-13729145.5344455,6180093.2778909,658,358.3762555654,Left,238,238(16),2016,North Jubilee
-13729001.3588902,6179946.04496793,659,358.2183392254,Right,170,170(16),2016,North Jubilee
-13732281.1140124,6175850.5757838,660,0,Left,723,723(16),2016,Fairfield
-13732159.4712601,6175781.48879455,661,0,Right,1050,1050(16),2016,Fairfield
-13731727.1656422,6180619.82685814,662,10.3109706047,Right,189,189(16),2016,Hillside/Quadra
-13731888.9219531,6180646.4973032,663,10.0139242909,Left,121,121(16),2016,Hillside/Quadra
-13735001.9692866,6179039.2149495,664,50.1294869185,Left,4596,4596 (16),2016,Victoria West
-13733763.0060672,6180785.07647079,665,276.6348900039,Left,805,805(16),2016,Burnside
